date,title,source,contents,link
4일 전,"홍준표, ""무능한 클린스만의 나라 깔보는 행태 더 이상 볼 수 없어…정몽규 물...",강원일보언론사 선정,속보=홍준표 대구시장이 14일 최근 경질 논란에 휩싸인 축구 국가대표팀 위르겐 클린스만 감독의 무능한 행태를 더 이상 좌시할 수 없다고 비판했다. 그는... 이후 고참급 선수들은 클린스만 감독을 찾아가 요르단전에 이강인을 제외해 달라고 요청한 것으로 알려졌다. 그러나 클린스만 감독은 부임 초반 극심한...,https://www.kwnews.co.kr/page/view/2024021413563359008
4일 전,‘주장 손흥민’ 무시하는 이강인 눈감아준 클린스만…내분의 전말,한겨레언론사 선정,"위르겐 클린스만 감독이 지도력 부재로 경질 위기에 몰린 상황에서, 선수 간 분란 사실까지 확인되면서 대표팀이 흔들리고 있다. 김대길 해설위원은... 이후 고참 선수들이 클린스만 감독에게 이강인을 요르단전에 빼달라고 했지만, 이강인은 4강전에 출전했다. 감독이 사고 현장에서 리더십 상실로 인한 선수...",https://www.hani.co.kr/arti/society/society_general/1128342.html
5일 전,"정몽규, 임원회의 불참 통보 ""안 바뀌는 건 클린스만""?",MBC언론사 선정,"식당 이름은 바뀌지만 주방 이모와 냉장고 등은 바뀌지 않는다고 적었는데, 안 바뀌는 것 마지막 항목에 클린스만 전술이라고 적어놨습니다. 아시안컵 대회에서 뚜렷한 전술을 선보이지 못하며 손흥민과 이강인 등 황금세대를 이끌고도 부진한 경기력을 선보인 클린스만 감독에 대한 비판의 목소리가 높은...",https://imnews.imbc.com/news/2024/society/article/6570688_36438.html
3일 전,퍼즐 딱 맞네…'이강인과 멱살' 손흥민과 클린스만 발언 재조명,중앙일보언론사 선정,아시아축구연맹(AFC) 아시안컵 요르단과 준결승 전날 주장 손흥민과 이강인 등 젊은 선수들 사이에 다툼이 있었다는 사실이 14일 알려지면서 위르겐 클린스만 감독이 요르단전 패배 후 인스타그램에 올린 게시글이 주목받고 있다. 클린스만 감독은 지난 7일 자신의 인스타그램에 대표 선수들이 어깨동무하고...,https://www.joongang.co.kr/article/25228692
3일 전,"클린스만, 선수들 충돌 앞에서 수수방관",채널A언론사 선정,"바로 클린스만 감독입니다. 눈 앞에서 두 주축 선수가 극한 대립을 벌이는데도, 감독은 선수단을 추스릴 어떤 조치도 하지 않은 겁니다. 이런 수수방관이 결국 문제의 요르단 전 패배로 이어진 게 아닌지, 짚어봐야겠죠. 김재혁 기자입니다. [기자] 손흥민과 이강인이 몸싸움을 벌이는 내내 클린스만 축구대표팀...",https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000393492
4일 전,"""대한민국 명예 실추"" 클린스만, '연봉 29억·위약금 70억' 고발당했다",파이낸셜뉴스언론사 선정,"위르겐 클린스만 축구 대표팀 감독에 대한 경질 여론이 커지고 있는 가운데, 한 시민단체가 정몽규 대한축구협회장을 고발했다. 서민민생대책위원회(서민위)는 13일 오전 서울경찰청에 정 회장을 강요, 업무방해, 업무상 배임 등 혐의로 고발했다고 밝혔다. 클린스만 감독을 일방적으로 임명해 협회 관계자에게...",http://www.fnnews.com/news/202402131625524832
4일 전,"'클린스만 사태' 일파만파···국회 문체위 ""관심 갖고 보고 있어""",머니투데이언론사 선정,"위르겐 클린스만 한국 축구 대표팀 감독에 대한 경질을 요구하는 여론이 높아지고 있는 가운데 국회 문화체육관광위원회(문체위) 측도 ""관심을 갖고 바라보고 있다""고 밝혔다. 더불어민주당(민주당) 소속 이상헌 국회 문체위원장은 14일 머니투데이 더300(the300)과의 통화에서 이번 클린스만 감독을 둘러싼...",http://news.mt.co.kr/mtview.php?no=2024021415463188440
4일 전,'회장 빠진' 긴급 회의…클린스만 '경질' 우세,SBS,"클린스만 축구대표팀 감독의 거취를 놓고 축구협회가 긴급 임원회의를 열었습니다. 결정권을 가진 정몽규 회장은 참석하지 않았는데 감독을 경질해야... 졸전으로 마친 아시안컵을 돌아보고 클린스만 감독 거취에 대해서도 의견을 나눴는데, 회의에서는 경질 쪽 의견이 우세했던 것으로 알려졌습니다. 아시안컵...",https://news.sbs.co.kr/news/endPage.do?news_id=N1007535062&plink=ORI&cooper=NAVER
4일 전,"""손흥민 멱살에 이강인 주먹질""…요르단전 전날 '원팀' 깨졌다",중앙일보언론사 선정,"충격적인 패배 뒤엔 위르겐 클린스만(60·독일) 감독의 '무색무취' 전술 외에도 선수 사이에 불화가 있었다는 사실이 드러났다. 4강전 전날 주장 손흥민(32... 클린스만 감독은 현장에서 이 장면을 지켜본 것으로 나타났다. 그는 소란이 끝난 뒤 중재에 나섰고, 선수들이 화해하면서 당시엔 사건이 일단락됐다....",https://www.joongang.co.kr/article/25228635
4일 전,"손흥민 멱살잡자 이강인 주먹질…클린스만號, 선수 관리도 '낙제점'",헤럴드경제언론사 선정,"위르겐 클린스만 감독이 이끈 한국 축구 대표팀이 '전술 부재'로 비판받는 가운데, 선수단 관리도 제대로 못 한 것으로 드러났다. 클린스만 감독이 이끈 한국 축구 대표팀은 지난 10일 폐막한 2023 아시아축구연맹(AFC) 카타르 아시안컵에서 요르단에 0-2 충격패를 당하며 준결승에서 탈락했다. 이런 와중에 14일...",http://news.heraldcorp.com/view.php?ud=20240214050562
4일 전,탁구 치는 후배들 꾸중하다 손흥민 부상…클린스만은 구경만,뉴시스,"요르단전 전날 저녁 식사 후 이강인 등 젊은 선수들 몇몇이 격하게 탁구를 즐겼고, 식당에는 클린스만 감독을 비롯한 대부분의 선수들이 있었다. 이에... 다만 충돌 직후 선수들이 서로 화해하면서 클린스만 감독 등 코칭스태프까지 개입하지는 않은 것으로 알려졌다. 축구협회 관계자는 ""오랜 기간 같이 합숙을...",http://www.newsis.com/view/?id=NISX20240214_0002625671&cID=10503&pID=10500
5일 전,"'클린스만 선임' 정몽규, 배임·업무방해 피소",뉴시스언론사 선정,"시민단체가 위르겐 클린스만 대한민국 축구 국가대표팀 감독 선임 책임론이 불거진 정몽규 대한축구협회장을 고발했다. 서민민생대책위원회(서민위)는 13일 오전 서울경찰청에 정 회장을 강요, 업무방해, 업무상 배임 등 혐의로 고발했다고 밝혔다. 고발장에 따르면, 서민위는 정 회장이 클린스만 감독을...",http://www.newsis.com/view/?id=NISX20240213_0002624885&cID=10201&pID=10200
4일 전,"""클린스만 대신 선수 탓하려고 흘렸나"" 손흥민-이강인 불화설에도 여론 싸늘",헤럴드경제언론사 선정,"위르겐 클린스만 대표팀 감독과 정몽규 대한축구협회 회장에 대한 비판이 큰 상황에서, 여론의 반전을 노리고 선수들에게 패배의 책임을 뒤집어 씌우려는... 일각에서는 누군가가 클린스만 감독과 정몽규 회장, 축구협회에 대한 비판을 돌리기 위해 의도적으로 사실을 흘렸다는 의혹도 내놓고 있다. 클린스만...",http://news.heraldcorp.com/view.php?ud=20240214050552
5일 전,우리 팀 감독 어때요?… 구단주 정치인들 클린스만 경질론 가세,국민일보언론사 선정,위르겐 클린스만 축구 국가대표팀 감독 경질론에 정치권까지 가세하고 있는 가운데 K리그 시민 구단주 지방자치단체장들도 한목소리로 경질을 요구하고 있다. 본인 지역 시민구단 감독을 클린스만 후임 감독으로 추천하는 지자체장도 나왔다. 강기정 광주시장은 13일 기자들과의 차담회에서 “클린스만 감독은...,https://www.kmib.co.kr/article/view.asp?arcid=0019160095&code=61111111&cp=nv
5일 전,정몽규 회장 없이 회의는 뭐 하러 하나? 클린스만 거취 놓고 축구협회 임원회...,KBS언론사 선정,"대한 축구 협회 회의가 열리는 동안 정몽규 축구협회장과 클린스만 감독을 향한 축구팬들의 성토가 축구회관 앞을 가득 메웠습니다. 거세지는 비판 여론 속에 대한축구협회도 아시안컵 이후 첫 임원회의를 진행했습니다. 클린스만 감독에 대한 거취 논의를 시작하는 중요한 회의였지만, 정작 수장인 정몽규...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=7888777&ref=A
4일 전,"홍준표, 또 클린스만 때렸다···“정몽규 회장도 자격없어”",스포츠경향,홍준표 대구시장이 위르겐 클린스만 축구 국가대표팀 감독 경질에 재차 목소리를 높였다. 홍준표 시장은 13일 페이스북에 “클린스만의 행태는 국격과 나라의 자존심 문제”라며 “축구협회장과 개인적 친분으로 그런 무능한 감독을 선임했다면 그 축구협회장은 대한민국 축구협회장으로서 자격이 없다”고...,http://sports.khan.co.kr/news/sk_index.html?art_id=202402140842003&sec_id=520201&pt=nv
3일 전,[여적] 클린스만 스트레스,경향신문,‘역대 최강’으로 불린 한국 팀을 맡고도 아시안컵 대회에서 졸전 끝에 4강에 그친 위르겐 클린스만 감독 얘기다. 축구 팬들은 물론이고 연예인에... 화를 돋우고 스트레스를 부르는 클린스만의 황당한 행태는 지금도 이어지고 있다. 한국 입국 현장에서 “4강 진출은 성공적”이라고 ‘셀프 칭찬’하더니 그간...,https://www.khan.co.kr/opinion/yeojeok/article/202402141913001
5일 전,"""전술 없는 감독 필요 없다""…'클린스만 퇴진' 축구팬들 시위",한국경제언론사 선정,“선수들 역량에만 의존하는 감독은 필요 없다.” 13일 오전 대한축구협회 사무실 앞에서 강민구씨를 비롯한 축구팬들이 클린스만 감독의 경질과 대한축구협회장의 사퇴를 요구하는 시위를 벌였다. 이들은 2023 카타르 아시안컵 내내 클린스만 감독이 보여준 무능과 검증되지 않는 실력의 감독을 선임한...,https://www.hankyung.com/article/202402139831i
4일 전,"축구협, 내일 전력강화위… 클린스만 경질론에 무게",문화일보,이석재 부회장 “정비해야” 클린스만은 화상으로 참석 위르겐 클린스만(사진) 축구대표팀 감독의 경질론에 무게가 실리고 있다. 축구협회 임원진 다수가 클린스만 감독의 경질 의견을 꺼냈다. 축구협회는 15일 전력강화위원회에서 다시 클린스만 감독의 최종 거취를 검토할 계획이다. 13일 열린 축구협회...,https://www.munhwa.com/news/view.html?no=2024021401032739044001
4일 전,“클린스만이 흘린 거?” “축협이?” 대표팀 불화 보도에 와글와글,조선일보언론사 선정,‘경질 위기에 몰린 위르겐 클린스만 감독이 현지 매체에 불화설을 흘린 것 아니냐’ ‘축구협회가 책임을 선수들에게 돌리기 위해 흘린 것 아니냐’... 일부 축구팬들은 위르겐 클린스만 한국 축구대표팀 감독이 자신에 대한 비난 여론을 잠재우려고 해당 사실을 영국 언론에 흘린 것 아니냐는 음모론도...,https://www.chosun.com/national/national_general/2024/02/14/YJNBGZX4QNE6HJIY2DPV5F7FJ4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
4일 전,조규성→클린스만→정몽규→이강인... 분노의 화살 옮겨간 이유,머니투데이언론사 선정,"위르겐 클린스만 감독이 이끄는 한국 축구대표팀은 요르단과 아시안컵 준결승전에서 0대2로 패배해 탈락했다. 한국은 손흥민(토트넘), 김민재(바이에른... 이런 가운데, 대회 기간 선수단의 불화설까지 제기되면서 내부 단속도 제대로 못 한 클린스만 감독을 향해 경질의 목소리가 커지고 있다. 클린스만 감독은...",http://news.mt.co.kr/mtview.php?no=2024021413042776425
5일 전,"클린스만, 선임 때부터 ""정몽규와 오래 알아""",JTBC,"클린스만 축구대표팀 감독을 경질, 해임하라는 전 국민적 요구가 높아지고 있지만 정몽규 대한축구협회장은 침묵을 지키고 있습니다. 지난해 3월 클린스만 감독의 첫 취임 기자회견. 축구협회와 어떻게 접촉했느냐는 질문에 클린스만 감독은 첫 마디부터 정몽규 회장을 언급했습니다. ""대한축구협회 정몽규...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12165065
3일 전,선임 때부터 원칙 무시…15일 클린스만 감독 거취 결정,SBS,"중요한 대회 도중에 대표팀 안에서 몸싸움이 벌어지고, 그래서 특정 선수를 빼야 한다는 말이 나올 정도로 팀 분위기와 체계가 엉망이었지만, 클린스만 감독은 별다른 조치를 취하지 않았습니다. 팬들뿐 아니라 선수들의 신뢰까지 잃어버린 클린스만 감독의 거취는 이르면 내일(15일) 결정됩니다. 이정찬...",https://news.sbs.co.kr/news/endPage.do?news_id=N1007536472&plink=ORI&cooper=NAVER
3일 전,멱살잡이까지 간 전말은?…대표팀 관리도 안 된 클린스만 리더십 붕괴,JTBC,"이강인 선수가 사과하긴 했지만 대표팀 내에서의 분쟁은 클린스만 감독의 선수 관리, 리더십 문제로까지 번지고 있습니다. 그날의 전말을 홍지용 기자가 취재했습니다. [기자] [손흥민/축구 대표팀 주장 (지난 7일) : {클린스만 감독 체제로 월드컵 좋은 성적을 낼 수 있을까요?} 일단 그전에 제가 앞으로 대표팀을...",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12165377
3일 전,"""다음 주까지 가겠어요?""…클린스만 경질 분위기",MBN,축구협회가 내일(15일) 오전 아시안컵 결과를 평가하는 전력강화위원회를 열고 클린스만 감독의 거취를 결정합니다. 축구협회의 한 고위관계자는 다음 주까지 끌고 갈 필요가 있겠느냐는 말로 전격 경질을 암시했습니다. 박규원 기자가 보도합니다. 【 기자 】 축구협회는 전력강화위원회를 통해 클린스만...,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5002999
5일 전,"성난 축구팬 항의 집회…""클린스만 경질하고 정몽규 사퇴하라""",뉴시스,카타르 아시안컵 4강 탈락 후 위르겐 클린스만 감독을 경질해야 한다는 여론이 들끓고 있는 가운데 성난 축구팬들이 대한축구협회를 직접 찾아가 항의했다. 강민구(50)씨를 비롯한 축구팬 4명은 13일 오전 종로구 신문로 축구회관 앞에서 집회를 열고 클린스만 감독과 정몽규 대한축구협회장을 강도 높게 비난했다....,http://www.newsis.com/view/?id=NISX20240213_0002624576&cID=10503&pID=10500
4일 전,"대표팀 불화설 불구...클린스만-KFA, 추한 민낯만 재확인",OSEN,해당 기사를 빠르게 인정하면서 위르겐 클린스만 대표팀 감독과 정몽규 회장이 위협받는 상황에서 눈을 돌리게 한다는 지적을 받게 됐다. 실제로 선수단 내 불화가 핵심으로 떠오르면서 상대적으로 클린스만 감독과 정몽규 회장을 향한 비판 여론은 상대적으로 흔들리게 됐다. 그러나 결국 선수 불화 역시...,http://www.osen.co.kr/article/G1112275126
4일 전,"선수들 싸움 방치한 클린스만, 참패 뒤 SNS엔 “꿈을 위해선 단합해야”",서울신문,2023 아시아축구연맹(AFC) 아시안컵 준결승 전날 위르겐 클린스만 감독이 이끄는 한국 축구대표팀에 주장 손흥민(토트넘)과 젊은 선수들 사이에 마찰이 있었다는 외신 보도가 나왔다. 대한축구협회(KFA)도 선수들 사이에 다툼이 있었다고 인정했다. 그런데 당시 현장에 있었던 클린스만 감독이 팀을 추스르는...,https://www.seoul.co.kr/news/newsView.php?id=20240214500065&wlog_tag3=naver
3일 전,준결승 전날 밤 집안 싸움…관리도 못 한 클린스만,MBN,"그동안 대한축구협회가 클린스만 감독을 변호할 때마다 '전술가'라기보다는 '관리형 감독'이라고 강조했는데요. 하지만 아시안컵 기간에 대표 선수 간 불화가 있었던 것으로 드러났습니다. 전술도 없고, 관리도 못 하고. 클린스만 감독은 그동안 뭘 했을까요? 신영빈 기자입니다. 【 기자 】 영국 대중지 '더 선'이...",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5002998
3일 전,"축구협, 이례적 내분 인정에...팬들 “정몽규·클린스만 책임에 물타기”",조선일보,"클린스만 감독은 선수들이 싸울 당시 먼발치에서 그 광경을 지켜볼 뿐 별다른 후속 대응을 하지 않았고, 경기 당일 날도 마찬가지였다고 한다. ‘아시안컵 우승’을 향한 길목에서 중대 사고가 터졌는데 응급 조치 없이 망가진 차를 끌고 경주에 나선 셈이다. 문제는 아시안컵 4강 졸전 이후 클린스만과 그를...",https://www.chosun.com/sports/football/2024/02/14/GE46JFT3SZGVJA6KQ4NGCELTRE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
5일 전,"축구협회, 클린스만 거취 논의‥ 회장은 불참",MBC,대한축구협회는 김정배 부회장 주재로 경기인 출신 임원 회의를 갖고 사퇴 여론이 높은 클린스만 감독의 거취를 포함해 아시안컵에 대한 자유 토론 방식의 평가를 진행했습니다. 이틀 전 미국으로 출국한 클린스만 감독과 정몽규 축구협회장이 회의에 불참한 가운데 축구협회는 이번 주 내로 대표팀...,https://imnews.imbc.com/replay/2024/nw1700/article/6570837_36500.html
4일 전,"클린스만 거취는 침묵, 불화설은 빠른 인정…""축협 각성해라""",머니투데이,위르겐 클린스만 감독 경질 여부에 대해서는 침묵으로 일관한 대한축구협회가 선수들 간 불화는 빠르게 인정하는 모습을 보여 패배의 책임과 비난... 클린스만 감독이 이끄는 한국 축구 대표팀은 2023 AFC 아시안컵 준결승전에서 요르단을 상대로 졸전 끝에 0대2로 패배했다. 64년 만의 아시아 정상 탈환이라는...,http://news.mt.co.kr/mtview.php?no=2024021417103957544
4일 전,'황금 세대'를 두 동강낸 무능한 클린스만…리더십조차 없었다,뉴스1,"이들을 지휘하는 위르겐 클린스만 대표팀 감독은 리더십과 선수단 통솔 능력마저 낙제점을 받게 됐다. 위르겐 클린스만 감독이 이끄는 축구대표팀은 2023 아시아축구연맹(AFC) 아시안컵에서 요르단과의 4강전 완패를 포함, 아쉬운 모습으로 64년 만의 우승에 실패했다. 클린스만 감독은 이번 아시안컵 내내 대책...",https://www.news1.kr/articles/5320652
4일 전,"日 매체 ""손흥민-이강인 충돌 제보, 클린스만​·정몽규 회장일 수도""",노컷뉴스,"현지 매체 '히가시스포'는 14일(한국 시각) ""손흥민과 이강인의 '내분', 누설 의심되는 클린스만 감독""이라는 제목의 기사를 보도했다. 그러면서 ""한국... 매체는 ""이 내분을 누설한 사람이 한국 대표팀을 이끄는 위르겐 클린스만 감독과 한국축구협회 정몽규 회장이라는 소문이 퍼지고 있다""고 알렸다. 이어 국내...",https://www.nocutnews.co.kr/news/6095436
4일 전,자유토론서 '클린스만 경질' 언급...15일 전력강화위,YTN,정몽규 회장이 불참한 가운데 축구회관에서 열린 대한축구협회 경기인 출신 임원진 자유토론에서 클린스만 감독을 경질해야 한다는 목소리가 나왔습니다... 이 자리에서 이석재 부회장은 대표팀을 정비해 새로운 면모로 가야 한다며 클린스만 감독의 경질을 주장했습니다 15일에는 국가대표 전력강화위원회가...,https://www.ytn.co.kr/_ln/0107_202402132348549563
4일 전,[단독]축구협회 비공개 회의…“클린스만 교체 의견이 다수”,채널A언론사 선정,"축구협회는 클린스만 감독의 거취를 놓고, 오늘 비공개 회의를 열었습니다. 회의 참석자들 사이에선 '감독 교체가 필요하다' 라는 목소리가 대다수인 걸로 확인됐습니다. 정윤철 기자의 단독 보도입니다. [기자] 일부 축구팬들이 클린스만 축구대표팀 감독과 정몽규 대한축구협회장의 동반 사퇴를 요구합니다....",https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000393315
5일 전,축구 국대 전력강화委 15일 연다… 클린스만은 화상 참여,조선일보,"마이클 뮐러 전력강화위원장과 위르겐 클린스만 한국 축구대표팀 감독, 그리고 전력강화위원 7명이 참석해 클린스만호가 아시안컵에서 보여준 경기력과 대회 준비 과정 등을 되짚어본다. 다만 현재 미국 자택에 있는 클린스만 감독은 화상으로 회의에 임한다. 지난 8일 아시안컵을 마치고 귀국한...",https://www.chosun.com/sports/football/2024/02/13/ERPNP7I62ZEWHHTQNEKOANCMJI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
6일 전,"클린스만, 미국 집에 갔다…축구협회도 구경만",한겨레언론사 선정,‘다음주 출국하겠다’고 밝혔던 위르겐 클린스만 한국 축구 국가대표팀 감독이 한국으로 돌아온 지 이틀 만에 미국으로 출국했다. 대한축구협회는 지난 11일 클린스만 감독이 전날인 10일 자택이 있는 미국으로 출국했다고 밝혔다. 귀국 일정은 아직 정해지지 않았다. 클린스만 감독은 지난 8일 2023...,https://www.hani.co.kr/arti/society/society_general/1128004.html
4일 전,손흥민 “강인이만을 위한 팀 되면 안 돼”… 불화설에 재조명된 발언들,조선일보언론사 선정,앞두고 클린스만 감독을 찾아가 “이강인을 명단에서 제외해달라”고 요청했다고 보도했다. 매체는 대표팀 사정을 잘 아는 복수 관계자를 인용해 “이강인을 괘씸하게 여긴 선참 몇 명이 감독에게 명단 제외를 요청한 건 사실”이라며 “이강인에 대한 기대치가 워낙 큰 클린스만 감독으로서는 받아들이기가...,https://www.chosun.com/national/national_general/2024/02/14/CSSK2WDZX5ANBJNGTLURLSRSMQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
5일 전,"[영상] 회장 불참한 축구협회 임원회의, 클린스만감독 거취는?",KBS,"카타르 아시안컵에서 보여준 최악의 지도력으로 국민들과 여론으로부터 거센 사퇴 압력을 받고 있는 클린스만 축구대표팀 감독. 더 큰 문제는 당당한 그의 태도였는데요, 클린스만 감독은 ""준결승에 진출한 것을 실패라고 말할 수 없다""며 사퇴 요구를 사실상 거부했습니다. 갈수록 거세지고 있는 감독 경질...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=7888656&ref=A
3일 전,"클린스만호 내분 논란에 김진수 ""내가 할 수 있는 말 없어""",연합뉴스,"한국 축구를 휩쓸고 있는 클린스만호 '내분' 논란에 대해 국가대표 풀백 김진수(전북)는 ""내가 할 수 있는 말은 없다""고 말을 아꼈다. 김진수는 14일 전북... 위르겐 클린스만 감독이 이끈 대표팀은 역대 가장 선수 구성이 좋다는 평가가 무색하게 AFC 카타르 아시안컵 4강전에서 요르단에 0-2로 패해 짐을 쌌다....",https://www.yna.co.kr/view/AKR20240214167100007?input=1195m
6일 전,"이미 미국 간 클린스만…권성동 “검증 끝, 축협 답하라”",국민일보언론사 선정,아시아축구연맹(AFC) 아시안컵 준결승에서 탈락한 축구 국가대표팀의 위르겐 클린스만 감독을 경질해야 한다는 목소리가 정치권에서도 이어지고 있다. 홍준표 대구시장에 이어 권성동 국민의힘 의원이 대한축구협회의 ‘결단’을 촉구하고 나섰다. 권 의원은 11일 페이스북에 클린스만 감독의 경질을 요구하는...,https://www.kmib.co.kr/article/view.asp?arcid=0019155008&code=61111111&cp=nv
6일 전,"이미 미국 간 클린스만…홍준표 ""화상 전화로 해임 통보해야""",뉴스1언론사 선정,"다음 주쯤 출국할 예정이라고 밝힌 위르겐 클린스만 한국축구 대표팀 감독이 거주지인 미국으로 이미 떠난 것으로 알려지자, 홍준표 대구시장이 재차 해임을 촉구했다. 12일 홍 시장 측에 따르면 전날 오후 홍 시장은 자신의 페이스북을 통해 ""(클린스만이) 거주 조건을 위반했으니 위약금 달라고 하지도...",https://www.news1.kr/articles/5318094
